iter	MultiClass
311	0.2222235867
312	0.2221388908
313	0.222038497
314	0.2219417862
315	0.2218356801
316	0.221751869
317	0.2216610592
318	0.2215785701
319	0.2214642007
320	0.2213850269
321	0.2213101149
322	0.2212620772
323	0.2212063879
324	0.2211404702
325	0.2210524211
326	0.2209842247
327	0.2209145679
328	0.2208574541
329	0.2207968047
330	0.2207275348
331	0.2206597798
332	0.2205918717
333	0.2204980831
334	0.2204385183
335	0.2203708721
336	0.2203060476
337	0.2202235789
338	0.2201607785
339	0.2200791424
340	0.2200350284
341	0.2199795473
342	0.2199129455
343	0.2198460556
344	0.2197965006
345	0.2197391493
346	0.2196689118
347	0.2195737833
348	0.2194997688
349	0.2194348378
350	0.219383843
351	0.2193353692
352	0.219278604
353	0.2192253997
354	0.2191353571
355	0.2190860003
356	0.2190360022
357	0.2189767105
358	0.2189205732
359	0.2188603426
360	0.218800642
361	0.218751773
362	0.2186900526
363	0.2186571678
364	0.2186066388
365	0.2185498399
366	0.218503401
367	0.2184398794
368	0.2183839286
369	0.2183264203
370	0.2182777277
371	0.2182157182
372	0.2181290766
373	0.2180892182
374	0.2180390922
375	0.2179885527
376	0.2179371305
377	0.2178909406
378	0.2178313999
379	0.2177532565
380	0.217709834
381	0.2176535748
382	0.2176165396
383	0.2175813458
384	0.2175421896
385	0.2175193482
386	0.2174853673
387	0.2174379333
388	0.2173924181
389	0.2173723452
390	0.2172976971
391	0.2172555401
392	0.217203666
393	0.2171708251
394	0.2171480037
395	0.217105276
396	0.2170452415
397	0.2169953509
398	0.2169113572
399	0.2168717255
400	0.2168486985
401	0.216811837
402	0.2167949571
403	0.2167670274
404	0.2167259763
405	0.2166824938
406	0.2166253586
407	0.2165781298
408	0.216540329
409	0.2164909703
410	0.2164376449
411	0.2163993907
412	0.2163571722
413	0.2163199482
414	0.2162839102
415	0.2162497388
416	0.2162099427
417	0.2161634053
418	0.2160877389
419	0.2160380241
420	0.2159927131
421	0.2159391952
422	0.2159008236
423	0.2158613086
424	0.2158100687
425	0.2157774352
426	0.2157465946
427	0.2157013825
428	0.215649952
429	0.2156027996
430	0.2155502711
431	0.2155124941
432	0.2154896861
433	0.2154512593
434	0.2154262083
435	0.2153910803
436	0.2153642268
437	0.2153220889
438	0.2152952181
439	0.2152611214
440	0.2152241973
441	0.2151805433
442	0.2151522658
443	0.2151050661
444	0.2150711041
445	0.2150364303
446	0.2150014349
447	0.2149642148
448	0.2149287838
449	0.21489045
450	0.2148479972
451	0.2148151814
452	0.2147938425
453	0.2147579869
454	0.2147036527
455	0.214653567
456	0.2146232143
457	0.214582615
458	0.2145417455
459	0.2145038744
460	0.2144717796
461	0.214432491
462	0.2143964521
463	0.2143732118
464	0.2143392118
465	0.2143060627
466	0.2142720919
467	0.2142333932
468	0.2141871454
469	0.2141557274
470	0.2141293196
471	0.2141020098
472	0.2140772631
473	0.2140547248
474	0.214026404
475	0.2139956742
476	0.2139635053
477	0.2139326014
478	0.2138919297
479	0.2138608509
480	0.2138306463
481	0.2137982786
482	0.2137792499
483	0.2137548458
484	0.2137272454
485	0.2136984191
486	0.2136732902
487	0.2136345135
488	0.213599922
489	0.2135844616
490	0.2135499353
491	0.2135084021
492	0.2134747491
493	0.2134469779
494	0.2134301428
495	0.2134016294
496	0.2133699429
497	0.2133402914
498	0.2133049782
499	0.2132769714
500	0.2132459788
501	0.2132134715
502	0.2131885242
503	0.2131646731
504	0.2131364141
505	0.2131042773
506	0.2130765766
507	0.2130452073
508	0.2130098427
509	0.212980679
510	0.2129591399
511	0.212938953
512	0.2129124623
513	0.2128841735
514	0.2128533676
515	0.2128179416
516	0.2127854641
517	0.2127676499
518	0.2127557464
519	0.2127219027
520	0.2127022865
521	0.2126768441
522	0.2126494445
523	0.2126258952
524	0.2126059
525	0.2125756045
526	0.2125507994
527	0.2125238974
528	0.2124834941
529	0.2124684746
530	0.2124379022
531	0.2124121254
532	0.2123885716
533	0.2123745503
534	0.2123485691
535	0.2123255529
536	0.2123061561
537	0.2122809875
538	0.2122581172
539	0.2122392074
540	0.212215824
541	0.21219068
542	0.2121688004
543	0.2121377395
544	0.2121164113
545	0.2120907636
546	0.2120743479
547	0.2120492754
548	0.2120235561
549	0.2120018316
550	0.2119699769
551	0.2119373201
552	0.2119183548
553	0.2118960386
554	0.2118735132
555	0.2118481074
556	0.2118119315
557	0.2117903996
558	0.2117649455
559	0.2117398199
560	0.2117258267
561	0.2117002239
562	0.2116728988
563	0.2116503228
564	0.2116199126
565	0.2115820767
566	0.211554696
567	0.211525686
568	0.2115022123
569	0.2114852046
570	0.2114593357
571	0.2114362998
572	0.2114211823
573	0.211387901
574	0.2113716133
575	0.2113448766
576	0.2113220622
577	0.2113039062
578	0.2112864634
579	0.211266052
580	0.2112495645
581	0.2112219721
582	0.211197422
583	0.2111757729
584	0.2111633059
585	0.2111460285
586	0.2111322759
587	0.2111124143
588	0.2110964828
589	0.2110803516
590	0.2110686056
591	0.2110484236
592	0.2110306867
593	0.2110089652
594	0.2109899919
595	0.2109649959
596	0.2109451478
597	0.2109330388
598	0.2109123716
599	0.21089235
600	0.2108709237
601	0.2108466615
602	0.2108313876
603	0.2108135954
604	0.2108004126
605	0.2107829025
606	0.2107582706
607	0.2107426855
608	0.2107175545
609	0.2106999791
610	0.2106844847
611	0.210665642
612	0.2106490513
613	0.2106308134
614	0.2106149741
615	0.2105872423
616	0.2105724203
617	0.2105528776
618	0.2105396688
619	0.2105287242
620	0.2105115158
621	0.2104961246
622	0.21047873
623	0.2104569715
624	0.2104457573
625	0.2104282657
626	0.2104122468
627	0.2103935304
628	0.2103739291
629	0.2103613559
630	0.2103460168
631	0.2103368343
632	0.2103211787
633	0.210300526
634	0.210287853
635	0.210276872
636	0.2102591414
637	0.210244197
638	0.2102291501
639	0.2102141705
640	0.2101964812
641	0.2101836547
642	0.2101697161
643	0.2101439308
644	0.2101297634
645	0.2101109114
646	0.2100956409
647	0.2100848884
648	0.210067687
649	0.210058965
650	0.2100505446
651	0.2100357074
652	0.2100236293
653	0.210007478
654	0.2100007229
655	0.209980952
656	0.2099621185
657	0.209951817
658	0.2099424327
659	0.2099296685
660	0.2099167559
661	0.2099036611
662	0.2098876175
663	0.2098739767
664	0.2098512825
665	0.2098412998
666	0.2098246547
667	0.2098139224
668	0.2097990781
669	0.2097772175
670	0.2097648841
671	0.209747866
672	0.209736607
673	0.2097263026
674	0.2097145969
675	0.2096976867
676	0.2096843342
677	0.2096709343
678	0.2096587319
679	0.2096443622
680	0.2096250518
681	0.2096156409
682	0.2096021844
683	0.2095917751
684	0.2095776929
685	0.2095621677
686	0.2095466374
687	0.2095350658
688	0.2095171829
689	0.2095036521
690	0.2094907293
691	0.209473599
692	0.209459563
693	0.2094488438
694	0.2094327735
695	0.2094150839
696	0.2094052895
697	0.2093926635
698	0.2093796941
699	0.2093666663
700	0.2093558463
701	0.2093437373
702	0.2093331088
703	0.2093171324
704	0.2093034241
705	0.2092929348
706	0.2092804646
707	0.2092720256
708	0.2092551677
709	0.2092427516
710	0.2092231052
711	0.2092118104
712	0.2092063907
713	0.20918922
714	0.2091781817
715	0.2091586712
716	0.2091482376
717	0.2091318533
718	0.2091213538
719	0.2091077798
720	0.2091011378
721	0.2090881811
722	0.2090814953
723	0.2090745651
724	0.2090620394
725	0.2090478903
726	0.2090361364
727	0.2090238374
728	0.2090125087
729	0.2089973477
730	0.2089895817
731	0.208975096
732	0.2089623427
733	0.2089548868
734	0.2089394076
735	0.2089305697
736	0.2089210501
737	0.208903781
738	0.2088873372
739	0.208877933
740	0.2088669571
741	0.2088559718
742	0.2088449967
743	0.208835428
744	0.2088212864
745	0.2088140005
746	0.208805177
747	0.2087874795
748	0.2087796289
749	0.2087674637
750	0.2087633367
751	0.2087482115
752	0.2087352275
753	0.2087251707
754	0.2087151986
755	0.2087056685
756	0.2086943758
757	0.2086817431
758	0.2086712954
759	0.2086617723
760	0.208647588
761	0.2086382315
762	0.2086322493
763	0.2086200853
764	0.2086131783
765	0.2086002917
766	0.2085908227
767	0.20858224
768	0.2085723819
769	0.208563468
770	0.208550174
771	0.2085386935
772	0.2085267368
773	0.2085173801
774	0.2085077322
775	0.2084960097
776	0.2084858984
777	0.2084773431
778	0.2084623556
779	0.2084549915
780	0.2084397046
781	0.2084324324
782	0.2084203001
783	0.2084124896
784	0.208404338
785	0.2083975136
786	0.2083872134
787	0.2083735096
788	0.2083651314
789	0.2083540732
790	0.2083467453
791	0.2083357637
792	0.2083221985
793	0.2083132484
794	0.2082998312
795	0.2082879817
796	0.2082785542
797	0.2082650632
798	0.208255782
799	0.2082455497
800	0.2082323987
801	0.2082214069
802	0.2082126265
803	0.2082000137
804	0.2081944694
805	0.2081818465
806	0.208172474
807	0.2081629056
808	0.2081540462
809	0.2081436266
810	0.2081352554
811	0.2081199856
812	0.2081069581
813	0.208096097
814	0.2080869373
815	0.2080780104
816	0.2080702135
817	0.2080603867
818	0.2080462973
819	0.2080404883
820	0.2080319375
821	0.2080243801
822	0.2080162776
823	0.2080061853
824	0.2079928825
825	0.2079859311
826	0.2079771404
827	0.2079645399
828	0.2079553616
829	0.2079474596
830	0.2079411967
831	0.2079326802
832	0.2079170203
833	0.2079047519
834	0.2078954474
835	0.2078887914
836	0.2078812516
837	0.2078730945
838	0.20786705
839	0.207859596
840	0.2078551274
841	0.207847561
842	0.2078388193
843	0.207828216
844	0.2078212596
845	0.2078104395
846	0.207798786
847	0.2077830373
848	0.2077746471
849	0.207764028
850	0.207752727
851	0.207741488
852	0.2077333127
853	0.2077280217
854	0.2077182105
855	0.2077109104
856	0.207702803
857	0.2076963809
858	0.2076852007
859	0.2076751718
860	0.2076697008
861	0.2076580321
862	0.2076529764
863	0.2076439542
864	0.2076358342
865	0.207629605
866	0.2076188684
867	0.2076096064
868	0.2075999967
869	0.2075933844
870	0.2075864646
871	0.2075797447
872	0.2075736391
873	0.2075650368
874	0.2075594056
875	0.2075496216
876	0.2075414428
877	0.2075323066
878	0.2075209093
879	0.2075120239
880	0.2075044854
881	0.2074967983
882	0.2074887867
883	0.2074815948
884	0.2074685545
885	0.2074604797
886	0.2074506724
887	0.2074429235
888	0.2074369782
889	0.2074323739
890	0.2074190921
891	0.2074111224
892	0.2074047131
893	0.2073991766
894	0.2073898936
895	0.2073807565
896	0.2073727534
897	0.2073679045
898	0.207363072
899	0.2073562425
900	0.2073473597
901	0.2073381523
902	0.2073335086
903	0.2073255878
904	0.2073185588
905	0.2073114972
906	0.2073066957
907	0.2072979832
908	0.2072906522
909	0.2072768914
910	0.2072736406
911	0.2072664506
912	0.2072574048
913	0.2072502374
914	0.2072431844
915	0.2072380557
916	0.2072264243
917	0.2072197487
918	0.2072089929
919	0.2072013117
920	0.207190734
921	0.2071838991
922	0.2071804869
923	0.2071738604
924	0.2071649607
925	0.2071591281
926	0.2071515258
927	0.2071454842
928	0.2071394372
929	0.2071330343
930	0.2071270278
931	0.2071219099
932	0.2071154514
933	0.2071046953
934	0.2070951889
935	0.2070847921
936	0.2070753697
937	0.2070636171
938	0.2070567775
939	0.2070478099
940	0.2070388175
941	0.2070272828
942	0.2070218037
943	0.2070157042
944	0.2070061136
945	0.2070018052
946	0.2069959065
947	0.2069889927
948	0.206984662
949	0.2069788412
950	0.2069731801
951	0.2069640867
952	0.2069605594
953	0.2069567442
954	0.2069526137
955	0.2069455445
956	0.2069404245
957	0.2069333112
958	0.2069254717
959	0.2069128095
960	0.2069060592
961	0.2069015518
962	0.2068950974
963	0.2068887838
964	0.2068775114
965	0.206868956
966	0.2068612756
967	0.2068547074
968	0.2068504728
969	0.2068424129
970	0.2068355324
971	0.2068266046
972	0.2068209941
973	0.2068126185
974	0.2068039089
975	0.2067969888
976	0.2067898413
977	0.2067842332
978	0.2067786396
979	0.2067729168
980	0.2067667149
981	0.206758134
982	0.2067516584
983	0.2067464043
984	0.2067379707
985	0.2067291618
986	0.206725033
987	0.2067193359
988	0.2067138258
989	0.2067095323
990	0.2067038962
991	0.2066988698
992	0.2066951525
993	0.2066872326
994	0.2066814599
995	0.206676404
996	0.2066710596
997	0.2066661912
998	0.20666143
999	0.2066538279
